,x_rear_wheel_center,y_rear_wheel_center,x_BB,y_BB,x_front_wheel_center,y_front_wheel_center,x_head_tube_top,y_head_tube_top,x_rear_tube_connect_seat_tube,y_rear_tube_connect_seat_tube,x_top_tube_connect_seat_tube,y_top_tube_connect_seat_tube,x_top_tube_connect_head_tube,y_top_tube_connect_head_tube,x_down_tube_connect_head_tube,y_down_tube_connect_head_tube,x_stem_top,y_stem_top,x_front_fork,y_front_fork,x_saddle_top,y_saddle_top,x_seat_tube_top,y_seat_tube_top,Bike index,BikeStyle,Wheel diameter rear,Wheel diameter front,Teeth on chainring,bottle SEATTUBE0 show OHCLASS: True,bottle DOWNTUBE0 show OHCLASS: True,frame_size,RIM_STYLE front,RIM_STYLE rear,Fork type
12,345.3398474363009,344.5,769.2481606787721,277.49999999999994,1349.548160678772,344.5,1134.1405295442137,912.5020819191736,606.435990943855,793.8742312927404,599.2218229070935,816.754649141508,1162.3535716969188,820.221379118594,1184.1872174944688,748.8067415906223,1253.246067741172,927.1264031277916,1282.3614820118878,446.6648027350541,592.2226565106065,1008.4916581243082,592.2226565106065,838.9531689054813,13,ROAD,689.0,689.0,53,0,0,M,spoked,spoked,0
13,335.0886897912215,337.0,740.0495315714932,265.00000000000006,1354.449531571493,337.0,1120.2420940152454,905.4361940524498,584.7845725951008,789.1657170152512,574.7526062776124,823.0330677204332,1146.6686305584003,821.6219281077174,1179.5934957597085,717.1975967667394,1237.237639013753,906.4571987057597,1287.5364086280144,462.5983024304144,566.8001713021004,1037.271718049153,566.8001713021004,849.8800382695979,14,ROAD,674.0,674.0,50,0,0,M,spoked,spoked,0
14,318.4358175120432,320.0,704.3312437208299,270.0,1274.2312437208298,320.0,1079.4684643032915,720.053690474415,582.7400994168449,680.484823858381,574.1880328589167,709.3561167041817,1099.829849785501,657.3877895817405,1107.334531146548,634.2907553051002,1149.4258221946284,717.6107257052398,1206.714888666836,404.3537009142294,568.0038782629471,848.8617967785948,568.0038782629471,730.2334727367328,15,ROAD,640.0,640.0,52,0,0,XS,spoked,spoked,0
15,334.46584424303467,335.0,759.5291509425472,314.99999999999994,1443.429150942547,335.0,1146.9448640483388,950.9067419303548,630.4890058806282,712.1447300917747,625.8355216602258,726.4666818674116,1178.6028043922477,872.5505899789092,1204.0631585312642,809.5340021661062,1221.5582455782926,1001.234103242722,1370.6688265225,449.5253617427254,611.2009936425724,1031.5295429146236,611.2009936425724,771.5071278216737,16,MTB,670.0,670.0,36,0,0,XS,spoked,spoked,1
16,334.4810859285831,335.0,689.1186241925154,310.00000000000006,1254.2186241925156,335.0,1088.9907703793974,888.843744368258,576.5503734198763,702.5721436624075,565.2973865263675,741.8159726911824,1109.221665493174,813.3410159210463,1131.9483946494022,728.5237080201457,1185.583353008304,914.72564887851,1213.1851630952483,458.0444446351489,556.0409088040683,1013.1300147092868,556.0409088040683,774.0971467990204,17,POLO,670.0,670.0,36,0,0,XS,spoked,spoked,0
17,334.50140999530004,335.0,781.6262419518137,280.0,1466.126241951814,335.0,1227.1985001278067,895.0505454455501,667.4272121236316,691.7883983739322,663.3383879421325,706.5322220602233,1256.2486711638785,813.0153931278803,1273.6522104886574,763.869314173577,1359.1683088807115,941.7835057382782,1395.006493399408,455.02069642224,652.6570016564468,970.4696201272756,652.6570016564468,745.0480567184813,18,MTB,670.0,670.0,42,0,1,XL,spoked,spoked,1
18,335.0064648497989,335.5,729.2381744255946,264.99999999999994,1329.3381744255948,337.0,1150.159742709981,850.9092842822452,652.8534737076639,550.0715840002609,618.2360177626481,679.2656884158368,1165.4903303427736,793.6947523267758,1185.2717337399254,719.8695498035895,1249.7792125191556,859.624858557011,1270.1256968101586,448.5619305308799,550.6530333048554,962.9276193853452,550.6530333048554,931.4888201394572,19,ROAD,671.0,674.0,54,0,0,M,spoked,spoked,0
19,313.4841777624072,314.0,668.7238362444791,300.00000000000006,1234.6238362444792,321.5,1070.928410859416,885.4767421753419,554.3793800199759,698.7665082104675,545.654620335574,729.1933611528915,1093.1634581525334,802.494415968731,1114.6573372025468,722.2781673023405,1167.5209934883228,911.3586466855938,1192.4538438435711,453.3863137872351,535.646120856032,1003.1388020264708,535.646120856032,764.0971467990203,20,POLO,628.0,643.0,32,0,0,XS,spoked,spoked,0
20,343.959763948498,344.5,780.1881380069924,267.5,1370.1881380069924,344.5,1115.554523379264,949.6092726451324,613.86867907021,811.5064377682404,603.6831236417858,844.8218884120173,1147.7079280728312,853.5128755364808,1187.934758062324,733.2875536480688,1173.624818950358,1031.0208244807643,1275.1561158798288,478.8855884346058,592.8363496206628,946.8535785203592,592.8363496206628,880.3000876211131,21,TOURING,689.0,689.0,50,1,1,XS,spoked,spoked,0
21,366.0109666301113,368.0,787.0274454018495,317.99999999999994,1473.7274454018495,368.0,1223.1462849509803,1011.8945554392012,667.0102830488617,750.7679064969155,660.9014192853449,772.7957575990472,1252.2468024842367,916.7110514663063,1277.3892715507284,834.4737406850155,1294.42680688605,1048.2137954183652,1399.2918030624112,497.7954269976996,645.3911060803733,1064.220596878674,645.3911060803733,828.7241402005702,22,MTB,736.0,736.0,32,0,0,L,spoked,spoked,1
22,334.4768206477068,335.0,744.878030638384,345.0,1353.478030638384,335.0,1180.114360988778,894.1932218347941,629.316671321919,748.0103536301292,621.6741804535261,774.6628866714847,1198.701914956781,829.3707176511094,1214.7913694165554,773.2601217745713,1231.0612308735092,908.802001693095,1313.1555370013066,452.0269603813908,609.6779076101459,920.2700867722632,609.6779076101459,816.4988618577453,23,TRACK,670.0,670.0,30,0,0,XS,spoked,spoked,0
23,336.5080669944684,337.0,735.3666652720833,264.00000000000006,1322.7666652720832,337.0,1104.1143329667132,848.1470093488176,630.9471879752023,628.1539933434611,621.1136445148306,662.4476348412984,1132.309372385229,761.371600700444,1147.7376979550409,713.8880970880541,1193.2384591534544,860.6725884352234,1269.6818126678097,441.5868647494581,607.1952948171787,962.4003892589536,607.1952948171787,710.9866886113183,24,ROAD,674.0,674.0,53,0,0,M,spoked,spoked,0
24,303.74571404793613,305.5,655.1995138686927,319.99999999999994,1253.4995138686927,305.5,1062.5312587602498,827.4368692620366,599.4616978621345,520.9840715523957,590.4818804579911,553.3642470416804,1075.3834678905348,782.6158895058162,1090.2392533491154,730.8076087229606,1115.240919214768,832.9768778152222,1187.17789219637,379.4315780713435,584.3813442079546,636.6251301181,584.3813442079546,575.3620701002851,25,DIRT_JUMP,611.0,611.0,25,0,0,XL,spoked,spoked,1
25,336.49447339333653,337.0,727.8657058376956,280.00000000000006,1330.2657058376956,337.0,1123.2815203570274,901.8314592734796,603.7776236684092,743.1030272695583,598.3298127812977,763.4345342902855,1159.856884893184,774.2780047013398,1174.6261316465989,722.7715202488314,1243.1170645275763,908.1117740226332,1289.643184821362,410.3083597197637,590.6916119333596,977.8935384038208,590.6916119333596,791.9406879332062,26,TRACK,674.0,674.0,44,0,0,M,spoked,spoked,0
26,337.8313703644756,337.0,737.5448289517667,264.80000000000007,1311.8448289517669,337.0,1099.8267714886454,886.1420039035994,573.5863998290262,785.9045762900189,567.9981867949094,803.665440436758,1123.7376588811962,807.764101393698,1149.995761825126,721.6922212979619,1197.2773175123607,908.5783823921112,1280.850963753487,411.6680683883831,563.4688701762875,992.1298826270825,563.4688701762875,818.0608431620637,27,ROAD,674.0,674.0,44,0,0,XS,trispoke,trispoke,0
27,347.57322627037405,349.5,772.319110258749,306.5,1452.6191102587488,349.5,1186.844117424434,950.4594035424132,646.28700573892,718.7324390817491,638.4584607880762,744.3384558331375,1210.0891852958666,886.594104451962,1231.3176822147952,828.269288518244,1284.6588774978145,971.2505726241892,1395.173771257002,432.6114068728871,620.2858238029257,1025.089571364806,620.2858238029257,803.7784731007785,28,MTB,699.0,699.0,42,0,0,XL,spoked,spoked,1
28,351.780082152062,349.5,772.3191102587489,306.5,1452.6191102587488,349.5,1198.403178835459,960.1145932243626,643.2019380354607,728.8232408578101,635.7487630717894,753.2014777037544,1222.5634320566032,893.7348430509631,1241.3532139818592,842.1103414948457,1296.2179389088394,980.9057623061389,1406.410673409523,436.0957126627783,620.2858238029257,1025.0774264721242,620.2858238029257,803.7784731007785,29,MTB,699.0,699.0,42,0,0,XL,spoked,spoked,1
29,241.39795528377613,243.00000000000003,780.6601160584632,193.00000000000003,1390.6601160584632,243.00000000000003,716.2679604131678,778.7257083086084,480.31575058955485,445.0188462911351,467.62923326136985,455.66409830213934,793.9821528182775,713.5157581242408,819.3551874746474,692.2252541022324,767.6909691880909,840.0092637581266,1214.478205115311,374.5485230370021,435.250676656116,577.418791686183,435.250676656116,482.8329332076605,30,POLO,486.0,486.0,32,0,0,S,spoked,spoked,0
30,274.4649805447472,275.0,1074.6092795859738,249.99999999999997,2077.809279585974,242.99999999999997,1240.834608793128,714.3532340989685,748.6284669732986,402.00734933288,708.6363243254938,420.6559917155785,1356.9591097482953,647.3087222129916,1528.3996736584584,548.3274664894377,1280.8346087931277,783.6352664017237,1813.0534776938248,390.2292594069651,576.1399967158163,523.1812885217884,576.1399967158163,482.4400439573847,31,CRUISER,550.0,486.0,53,0,0,S,spoked,spoked,0
31,336.4984333385556,337.0,735.2850737850968,300.0,1325.7850737850968,337.0,1118.233840711759,868.5078291844289,604.6922582892764,770.9024797590298,602.454554932423,778.9713773910063,1145.6078811339528,778.9713773910063,1162.8762481354631,722.4890939671711,1217.4884558758913,880.6947635249437,1251.4060415412653,461.4885674942486,590.976350702838,977.9339642637634,590.976350702838,820.3604447326564,32,TRACK,674.0,674.0,53,0,0,XS,spoked,spoked,0
32,345.33005596144886,344.5,743.6201698736861,264.8000000000001,1317.920169873686,337.0,1164.675617907664,842.8858926423785,587.3532632718862,761.4730296906577,576.1948264400347,796.9385978548112,1178.991131753215,792.8464169127935,1198.112714809468,726.0074615265041,1262.5030603326095,863.6173062119809,1269.313402521538,468.0923732072292,569.5487423499009,992.1340501917632,569.5487423499009,818.0622688380545,33,TRACK,689.0,674.0,44,0,0,XS,trispoke,disc,2
33,241.3175797712222,243.0,559.5831999648749,230.0,1091.783199964875,243.0,871.7439240787098,854.17668493932,428.7602473057622,635.0356570831393,417.92777122851146,668.5736485181694,893.2647042088698,779.1248054706758,973.7614201312624,498.39939568116495,969.906642423476,873.2575844769743,1032.8635729902724,327.5060046262557,412.0212877591874,816.7686648967101,412.0212877591874,686.8604733025184,34,COMMUTER,486.0,486.0,42,0,0,M,trispoke,trispoke,0
34,336.4984333385556,337.0,735.2850737850968,300.0,1325.7850737850968,337.0,1120.1095055121748,872.2591587852601,617.3725773114455,725.1787265111632,678.9094196249134,503.28404163181096,1151.5085036565251,769.5576634870336,1166.309961086391,721.1442776951749,1219.364120676307,884.446093125775,1257.0330359425118,457.7372378934175,601.6658857459682,977.9339642637634,601.6658857459682,781.8152266043114,35,CITY,674.0,674.0,53,0,0,XS,spoked,spoked,0
35,342.0038502592254,342.5,776.7338079882772,271.5000000000001,1371.4338079882773,342.5,1143.265065970049,879.537427168103,647.7449312081689,721.3376719777657,638.9714623985764,751.9343938269259,1169.4913898913635,801.1552072364445,1194.862634917522,725.3285487406997,1220.811690409786,925.2158798345664,1315.817974430587,463.9261207685269,633.4023829634377,966.0433580697728,633.4023829634377,771.3560818879258,36,CYCLOCROSS,685.0,685.0,52,1,1,M,spoked,spoked,0
36,335.2602872961246,337.0,737.8336437975237,267.00000000000097,1297.8336437975238,337.0,1096.6997605865631,849.2266237192564,580.0615033649863,817.2168413801282,592.5840222047711,773.5456283049926,1117.2960086783148,777.3989706351516,1132.7650025392256,723.4521780129252,1200.1045746528453,867.4596823742841,1243.599986611749,447.9382014065541,568.1512875565791,940.4441962587111,568.1512875565791,858.7527000196302,37,ROAD,674.0,674.0,53,0,0,S,spoked,disc,0
37,335.119602134886,337.0,741.4885659694227,270.0,1331.8885659694226,337.0,1102.1239944840268,933.3916341071018,575.6301372925681,812.4984757353548,569.2633720508546,833.323226497487,1133.5668789672256,830.546593062536,1168.796313304707,715.3163055120705,1200.286712828793,952.4725336447564,1264.776258331418,482.2252355780281,560.5981922574654,1011.5771796627544,560.5981922574654,861.66575251433,39,ROAD,674.0,674.0,44,0,0,XS,spoked,spoked,0
38,336.52094867574453,337.0,735.9047505357639,267.00000000000006,1308.804750535764,337.0,1082.3680312182526,872.5156839427615,600.3169849372013,724.7366254563115,593.0880422774903,749.141126880652,1121.620170275478,751.7100217674248,1136.6444921082382,705.4699138055164,1202.3680312182526,872.5156839427615,1243.599986611749,435.3979382092821,585.2062086358626,936.8123001177456,585.2062086358626,775.7497513210633,40,ROAD,674.0,674.0,50,0,0,XS,spoked,spoked,0
39,336.5099494872188,337.0,735.9047505357639,266.99999999999994,1320.904750535764,337.0,1105.386986715219,888.8837561529725,607.414699609823,715.0980594889807,606.2844019345866,719.0398759274395,1132.8090760312157,799.1901435094397,1154.9032035063244,726.9235088043577,1203.2017467885996,909.6749252347483,1257.4926929676867,445.3948294891523,593.9515122900093,955.793122542124,593.9515122900093,762.0497734082342,41,ROAD,674.0,674.0,53,1,1,M,trispoke,trispoke,0
40,336.4984333385556,337.0,727.4164443257994,277.0,1315.6164443257994,337.0,1110.731181510097,857.2538403819356,586.5634269614411,768.2128472150375,579.6222694690528,792.4195401109669,1135.4868354571242,776.281744847014,1159.7447795782934,696.9375847992455,1163.3279430880636,873.334284141686,1268.2870247450055,438.98058988926175,570.3031515101098,977.295532786657,570.3031515101098,824.9191666848418,42,OTHER,674.0,674.0,50,0,0,L,spoked,spoked,0
41,335.8826279109298,335.0,758.3863483864353,297.99999999999994,1440.8863483864352,335.0,1179.7738130384605,954.9374647736116,623.57248837454,725.574937700249,616.2552678692518,748.7821962225663,1206.2393743321925,882.2239327258904,1241.0822235314995,786.4939913213318,1269.6532176683772,998.7745794525192,1382.0739284468182,469.417187793553,599.0122746491705,1021.2874016915488,599.0122746491705,803.4699838965604,43,MTB,670.0,670.0,42,0,0,S,spoked,spoked,0
42,335.1119681714844,337.0,741.4885659694227,270.0,1332.3885659694226,337.0,1110.4867480897767,927.4599921368866,589.7259060706058,782.3421534803632,583.532290945029,803.2514477256155,1146.0402721088767,807.4333065746661,1174.5309016865297,711.250553046505,1208.8122388461722,945.6835446861016,1287.4087237825,441.410608365669,574.2887325422234,1013.5253438659216,574.2887325422234,834.4571779169053,44,ROAD,674.0,674.0,48,0,0,XS,spoked,spoked,0
43,312.3290143452107,314.0,698.7453703425163,300.0,1228.5453703425162,314.0,1106.7163593852752,805.3539053557079,546.6833362592798,676.3667414631592,540.7019433984791,691.1712082980451,1124.4193961003675,734.3509032331294,1132.1093297443265,703.5082639937835,1155.231145699075,817.4500001356911,1196.1924791154197,419.9183126720086,528.14952770091,827.1870691993206,528.14952770091,722.2395273697151,45,OTHER,628.0,628.0,33,0,0,L,spoked,spoked,0
44,318.17761637504134,320.0,679.8610843089316,330.0,1312.4610843089315,320.0,1086.8871088252165,885.8285694427552,614.2827394890963,558.6988669278735,608.8813800110031,577.5356459881523,1107.7301761864385,819.7228053345959,1122.578210246656,772.6308576838986,1130.8204291456134,895.5683520699698,1253.9041893277272,418.55606331775306,599.6230500306032,679.4343057457796,599.6230500306032,609.8232796876446,46,MTB,640.0,640.0,23,0,0,M,spoked,spoked,1
45,336.2680825783456,338.0,751.4295586916833,264.00000000000006,1311.4295586916833,338.0,1097.1359994371794,893.5742728274722,617.6800181054329,730.4400796975752,670.8455820572805,545.0297240569543,1124.8477053663455,796.9320693066256,1145.7472718853478,724.0466191582435,1197.1359994371794,893.5742728274722,1248.7283138039668,438.79732972711,602.5853865505037,940.3340820021764,602.5853865505037,783.081315806692,47,TRACK,676.0,676.0,53,0,0,XS,spoked,spoked,0
46,346.8721838389907,350.0,906.170991909364,284.62548081588704,1606.170991909364,450.00000000000006,1199.3092994577162,875.9600638725078,661.8816403921008,660.4507557938527,655.7890953977811,669.8237897946575,1233.9661249918734,829.1653678083395,1277.6003209957216,770.2491540889949,1215.1545195993842,923.3829380859304,1513.0592796951828,491.24282620037616,633.6745246905967,761.1172986348913,633.6745246905967,703.8457992086041,48,CRUISER,700.0,900.0,55,0,1,S,disc,disc,0
47,336.4736971888871,337.0,735.9047505357639,267.0,1320.904750535764,337.0,1069.06971542781,978.2584251191844,610.0497691640591,705.9084798650119,605.1941158927659,722.8421552176029,1105.7411528392709,858.3115580383312,1129.0383013124338,782.1100189516716,1166.8844755011903,999.0495942009604,1250.1412088910424,438.98028154390585,593.427801313957,955.6900896942338,593.427801313957,763.876170630517,49,ROAD,674.0,674.0,53,1,1,M,trispoke,trispoke,1
48,336.5118176273254,337.0,735.904750535764,267.0,1320.904750535764,337.0,1099.3474863966871,885.4952087446428,608.5717121584447,711.0630772152117,608.1963825502147,712.3720071121545,1127.4653989869084,793.5256607226086,1149.4753006024753,721.5345163907541,1197.1622464700674,906.2863778264189,1250.873344729619,449.1737612558385,593.9515122900093,955.7984319929536,593.9515122900093,762.0497734082343,50,ROAD,674.0,674.0,53,1,1,M,trispoke,trispoke,0
49,333.90706463057234,337.0,735.9047505357639,266.99999999999994,1320.904750535764,337.0,1128.6861224092163,893.8925205192527,610.7689795687729,703.4002951114527,608.1112777339107,712.6688028777733,1150.5781326095737,802.7057354648879,1168.697389045941,727.2336007962772,1227.5877087454078,908.6734616322136,1246.8770184368836,454.3701259163642,593.896384818846,972.123829624336,593.896384818846,762.2420257474221,51,ROAD,674.0,674.0,53,1,1,M,trispoke,trispoke,0
50,335.23385994227567,337.0,735.9047505357639,267.0,1320.904750535764,337.0,1095.1725377167668,882.1323984425595,610.0938410587818,705.7547829027886,607.4765114225352,714.8824960805277,1123.183668017036,790.5121195532232,1147.1032849026594,712.2745780297452,1192.9872977901473,902.9235675243356,1244.3042725680984,451.105311128345,593.9515122900093,955.803701116798,593.9515122900093,762.0497734082343,52,OTHER,674.0,674.0,53,0,1,M,trispoke,trispoke,0
51,337.79955609980107,337.0,735.9047505357639,266.99999999999994,1320.904750535764,337.0,1103.5543878447077,888.8837561529725,608.5449972850593,711.1562430505215,606.2844019345866,719.0398759274395,1129.7713429347891,803.1319599478988,1153.4723160444512,725.6095699915379,1201.3691479180882,909.6749252347483,1253.8274952266634,454.55782384171056,593.9515122900093,955.793122542124,593.9515122900093,762.0497734082342,53,TRIALS,674.0,674.0,53,0,1,M,spoked,spoked,0
52,336.5118176273254,337.0,735.9453616724977,267.0,1320.9453616724977,337.0,1101.173099147686,883.6695959936435,608.6123232951785,711.0630772152117,607.1110048622581,716.2987968029828,1127.9325058487173,796.1435205164942,1151.1429475524055,720.2255864938113,1198.9878592210669,904.4607650754195,1249.0477319786198,452.8249867578369,593.9921234267431,955.7984319929536,593.9921234267431,762.0497734082343,54,ROAD,674.0,674.0,53,0,1,M,trispoke,trispoke,0
53,335.23385994227567,337.0,735.9047505357639,267.0,1320.904750535764,337.0,1095.1725377167668,883.9510781358684,610.0938410587818,705.7547829027886,607.4765114225352,714.8824960805277,1122.9423736361723,793.1200376040058,1143.6727082703792,725.3141682836582,1192.9872977901473,904.7422472176444,1244.3042725680984,451.105311128345,593.9515122900093,955.803701116798,593.9515122900093,762.0497734082343,55,ROAD,674.0,674.0,53,0,1,M,trispoke,trispoke,0
54,339.46901200065764,340.0,738.9047505357639,269.99999999999994,1323.904750535764,340.0,1064.6868321551867,988.952646287756,564.1678500159292,703.6503214960344,562.1266505695398,710.7688299281325,1107.0797697968596,850.2915951972556,1128.843234136005,779.1065108762743,918.0441374050088,1022.8077799665078,1257.2986839942205,425.016915130173,548.4076416588076,958.676773896108,548.4076416588076,758.6126997586024,56,MTB,680.0,680.0,53,1,1,M,spoked,spoked,1
55,334.4680762159452,335.0,713.2129030057013,289.00000000000006,1288.6129030057014,335.0,1098.390197665315,885.2685239758262,576.7819580116576,764.7912481590921,568.6027710252956,793.3154629942069,1120.3313291837333,806.1513596700083,1144.8537702925537,717.7262936811532,1141.4716556873911,910.6454421238612,1243.6009702930232,435.7118854297703,558.5803463923647,1042.078647925319,558.5803463923647,828.2678114213969,57,POLO,670.0,670.0,36,0,0,XS,spoked,spoked,0
56,319.5002465888542,320.0,679.8610843089316,329.99999999999994,1312.4610843089315,320.0,1089.895740502003,882.1879785770524,613.0200206021589,563.1024910126893,608.7935370425763,577.8419908250336,1110.2306606882985,817.6938514077276,1124.1727000068408,773.4753519706945,1133.8290608224002,891.9277612042671,1250.6197599868483,414.9669917025013,599.6781775017665,679.4401672173879,599.6781775017665,609.6310273484569,58,MTB,640.0,640.0,23,0,0,M,spoked,spoked,1
57,303.6615646258505,305.5,704.4047505357639,235.50000000000009,1275.0047505357638,305.5,1045.3461331901187,844.4097744360904,582.6839842192547,659.9907585675782,577.2350489912235,678.9934539853679,1085.8624037341724,719.7135155949173,1098.652128781307,680.3507893723529,1154.2756207516916,859.7188155416977,1210.0480665950597,426.0290010741139,566.5860726272643,810.8182420527874,566.5860726272643,716.1308479691595,59,ROAD,611.0,611.0,48,1,1,XS,spoked,spoked,0
58,306.33323068801707,305.5,704.4047505357639,235.50000000000009,1275.0047505357638,305.5,1054.5432661585344,851.8390351648965,580.6263026762291,667.1667469015504,576.6999627573856,680.8595214459547,1094.5261953087058,728.7842323513694,1110.9876882472538,678.1209665370736,1163.4727537201072,867.1480762705037,1220.694275169713,429.777276642248,566.5860726272643,810.8055834612845,566.5860726272643,716.1308479691595,60,ROAD,611.0,611.0,48,0,1,XS,spoked,spoked,0
59,304.9959621396319,305.5,704.4047505357639,235.5,1275.0047505357638,305.5,1055.8867136798233,840.74352845469,581.9555848988401,662.530988878476,577.3053473666163,678.748294415645,1092.2750797826711,728.7516531552492,1107.6439355834927,681.4511786718397,1164.816201241396,856.0525695602971,1212.3339221403633,437.373617484141,566.5860726272643,810.824488907208,566.5860726272643,716.1308479691595,61,ROAD,611.0,611.0,48,0,1,XS,spoked,spoked,0
60,370.25544794188863,368.0,808.9365033652805,308.00000000000006,1483.9365033652805,402.5,1227.0032496495476,1015.0307123741557,683.1190187258362,719.5304490840147,677.481109750059,737.971218420211,1249.272254098918,946.4937639910456,1270.9348041787523,879.8232902371052,1306.2246951488733,1026.1645604509608,1430.7849496622914,520.4149356441951,652.5176413386164,1033.2879825706475,652.5176413386164,819.623044440224,62,MTB,736.0,805.0,32,0,0,M,spoked,spoked,0
